# moveID "Title" year "Genres" ImdbID Rating #Raters
2535 "Earthquake" 1974 "Action|Drama|Thriller" 71455 2.66667 3
2534 "Avalanche" 1978 "Action" 77189 2.5 3
73876 "Undisputed II: Last Man Standing" 2006 "Action|Crime|Drama" 443676 4 1
8961 "Incredibles, The" 2004 "Action|Adventure|Animation|Children|Comedy" 317705 3.836 125
2533 "Escape from the Planet of the Apes" 1971 "Action|Sci-Fi" 67065 3 15
132362 "Patlabor 2: The Movie" 1993 "Action|Animation|Sci-Fi" 124770 3.5 1
2532 "Conquest of the Planet of the Apes" 1972 "Action|Sci-Fi" 68408 2.79167 12
8959 "Birth" 2004 "Drama|Mystery" 337876 2.5 3
2531 "Battle for the Planet of the Apes" 1973 "Action|Sci-Fi" 69768 2.77778 9
8958 "Ray" 2004 "Drama" 350258 3.68421 19
2530 "Beneath the Planet of the Apes" 1970 "Action|Sci-Fi" 65462 2.77778 18
164753 "Anything for Love" 2016 "Romance" 5340362 2 1
8957 "Saw" 2004 "Horror|Mystery|Thriller" 387564 3.18182 33
2529 "Planet of the Apes" 1968 "Action|Drama|Sci-Fi" 63442 3.80357 56
47518 "Accepted" 2006 "Comedy" 384793 2.92857 14
2528 "Logan's Run" 1976 "Action|Adventure|Sci-Fi" 74812 3.22917 24
8955 "Undertow" 2004 "Crime|Drama|Thriller" 360130 3 1
2527 "Westworld" 1973 "Action|Sci-Fi|Thriller|Western" 70909 3.41667 18
112818 "Purge: Anarchy, The" 2014 "Action|Horror|Thriller" 2975578 3.3 5
8954 "Lightning in a Bottle" 2004 "Documentary" 396705 4 1
47516 "Material Girls" 2006 "Children|Comedy|Drama" 433412 2 1
2526 "Meteor" 1979 "Sci-Fi" 79550 1.83333 3
2525 "Alligator" 1980 "Action|Horror|Sci-Fi" 80354 2 3
8952 "Falling Angels" 2003 "Drama" 365183 3.5 1
2524 "Towering Inferno, The" 1974 "Action|Adventure|Drama|Thriller" 72308 3.22222 9
8951 "Vera Drake" 2004 "Drama" 383694 3 4
2523 "Rollercoaster" 1977 "Drama|Thriller" 76636 2.5 2
151763 "Death Note Rewrite: Genshisuru Kami" 2007 "Mystery" 3355694 4 2
8950 "The Machinist" 2004 "Drama|Mystery|Thriller" 361862 3.98684 38
2522 "Airport '77" 1977 "Drama" 75648 3.25 4
8949 "Sideways" 2004 "Comedy|Drama|Romance" 375063 3.74359 39
2521 "Airport 1975" 1974 "Action|Drama|Thriller" 71110 3.5 2
8948 "Alfie" 2004 "Comedy|Drama|Romance" 375173 2.33333 3
2520 "Airport" 1970 "Drama" 65377 2.16667 3
8947 "Grudge, The" 2004 "Horror|Mystery|Thriller" 391198 2.3 10
2518 "Night Shift" 1982 "Comedy" 84412 3.05 10
2517 "Christine" 1983 "Horror" 85333 2.95 10
2516 "Children of the Corn III" 1994 "Horror" 109415 1 1
73858 "Dennis the Menace Christmas, A" 2007 "Comedy" 918511 1.5 1
8943 "Being Julia" 2004 "Comedy|Drama" 340012 1.75 2
2515 "Children of the Corn II: The Final Sacrifice" 1993 "Horror" 106557 1.75 2
2514 "Pet Sematary II" 1992 "Comedy|Horror" 105128 1.83333 3
2513 "Pet Sematary" 1989 "Horror" 98084 2.85 10
2512 "Ballad of Narayama, The (Narayama bushiko)" 1983 "Drama" 84390 5 1
73854 "Rudolph, the Red-Nosed Reindeer" 1964 "Adventure|Animation|Children|Fantasy|Musical" 58536 3.83333 3
8939 "Final Cut, The" 2004 "Sci-Fi|Thriller" 364343 3.66667 3
2511 "Long Goodbye, The" 1973 "Crime|Film-Noir" 70334 4.66667 3
8938 "Tarnation" 2003 "Documentary" 390538 4 1
2506 "Other Sister, The" 1999 "Comedy|Drama|Romance" 123209 3.33333 6
8933 "Decline of the American Empire, The (Déclin de l'empire américain, Le)" 1986 "Comedy|Drama" 90985 4 1
132335 "Breathe" 2014 "Drama" 3365778 1 1
2505 "8MM" 1999 "Drama|Mystery|Thriller" 134273 2.94444 18
2504 "200 Cigarettes" 1999 "Comedy|Drama" 137338 3.16667 6
132333 "Seve" 2014 "Documentary|Drama" 3149640 5 1
2503 "Apple, The (Sib)" 1998 "Drama" 156901 4 1
2502 "Office Space" 1999 "Comedy|Crime" 151804 4.09043 94
2501 "October Sky" 1999 "Drama" 132477 3.75 30
8928 "Fearless Vampire Killers, The" 1967 "Comedy|Horror" 61655 3.66667 3
2500 "Jawbreaker" 1999 "Comedy" 155776 2 7
2498 "My Favorite Martian" 1999 "Comedy|Sci-Fi" 120764 2.1 5
2497 "Message in a Bottle" 1999 "Romance" 139462 2.91667 6
2496 "Blast from the Past" 1999 "Comedy|Romance" 124298 3.1087 23
184257 "Making a Murderer" 2015 "Crime|Documentary" 5189670 4 1
2495 "Fantastic Planet, The (Planète sauvage, La)" 1973 "Animation|Sci-Fi" 70544 4 3
2494 "Last Days, The" 1998 "Documentary" 174852 4 2
8921 "Rose Tattoo, The" 1955 "Drama|Romance" 48563 3.5 1
67408 "Monsters vs. Aliens" 2009 "Animation|Sci-Fi|IMAX" 892782 3.25 8
2493 "Harmonists, The" 1997 "Drama" 128133 4 1
8920 "Country Girl, The" 1954 "Drama" 46874 3.5 1
2492 "20 Dates" 1998 "Comedy|Romance" 138987 3 7
86817 "Something Borrowed" 2011 "Comedy|Drama|Romance" 491152 3.25 2
8919 "P.S." 2004 "Comedy|Drama|Fantasy|Romance" 380609 4.25 2
184253 "The Cloverfield Paradox" 2018 "Horror|Mystery|Sci-Fi|Thriller" 2548396 2.25 2
2491 "Simply Irresistible" 1999 "Comedy|Romance" 145893 3.6 5
8918 "Eulogy" 2004 "Comedy|Crime|Drama" 349416 3 1
2490 "Payback" 1999 "Action|Thriller" 120784 3.42222 45
86815 "Soul Surfer" 2011 "Action|Drama" 1596346 3.5 1
8917 "Team America: World Police" 2004 "Action|Adventure|Animation|Comedy" 372588 3.46875 32
2488 "Peeping Tom" 1960 "Drama|Horror|Thriller" 54167 3 3
8915 "Stage Beauty" 2004 "Drama" 368658 3.5 1
2485 "She's All That" 1999 "Comedy|Romance" 160862 2.84483 29
8912 "Taxi" 2004 "Action|Comedy" 316732 1.75 2
184245 "De platte jungle" 1978 "Documentary" 78090 5 1
2483 "Day of the Beast, The (Día de la Bestia, El)" 1995 "Adventure|Comedy|Thriller" 112922 3.5 1
8910 "I Heart Huckabees" 2004 "Comedy" 356721 3.45238 21
93363 "John Carter" 2012 "Action|Adventure|Sci-Fi|IMAX" 401729 3.09091 11
2482 "Still Crazy" 1998 "Comedy|Romance" 149151 3 2
2481 "My Name Is Joe" 1998 "Drama|Romance" 151691 4 1
8908 "Ladder 49" 2004 "Action|Drama|Thriller" 349710 3.66667 6
2478 "¡Three Amigos!" 1986 "Comedy|Western" 92086 3.13462 26
8905 "1492: Conquest of Paradise" 1992 "Adventure|Drama" 103594 2.5 1
2477 "Firewalker" 1986 "Adventure" 91055 3.33333 3
2476 "Heartbreak Ridge" 1986 "Action|War" 91187 3.75 12
2475 "52 Pick-Up" 1986 "Action|Mystery|Thriller" 90567 3.66667 3
2474 "Color of Money, The" 1986 "Drama" 90863 3.5 13
2473 "Soul Man" 1986 "Comedy" 91991 2.5625 8
171251 "Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press" 2017 "Documentary" 6333064 4 1
2472 "Tough Guys" 1986 "Comedy" 92105 3 3
2471 "Crocodile Dundee II" 1988 "Action|Adventure|Comedy" 92493 2.47917 24
145283 "Nowitzki: The Perfect Shot" 2014 "Documentary" 3626804 3.5 1
2470 "Crocodile Dundee" 1986 "Adventure|Comedy" 90555 3.17544 57
2469 "Peggy Sue Got Married" 1986 "Comedy|Drama" 91738 3.21429 7
2468 "Jumpin' Jack Flash" 1986 "Action|Comedy|Romance|Thriller" 91306 2.5 15
2467 "Name of the Rose, The (Name der Rose, Der)" 1986 "Crime|Drama|Mystery|Thriller" 91605 3.75 18
8894 "Orca: The Killer Whale" 1977 "Action|Drama|Horror|Thriller" 76504 1.5 1
80363 "Resident Evil: Afterlife" 2010 "Action|Horror|Sci-Fi|Thriller|IMAX" 1220634 3.14286 7
2465 "Deadly Friend" 1986 "Horror" 90917 1.5 3
2463 "Ruthless People" 1986 "Comedy" 91877 3.32143 14
2462 "Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre)" 1994 "Horror" 110978 3 1
2460 "Texas Chainsaw Massacre 2, The" 1986 "Horror" 92076 2 3
2459 "Texas Chainsaw Massacre, The" 1974 "Horror" 72271 3.26923 13
158254 "Kindergarten Cop 2" 2016 "Action|Comedy" 4763168 1.5 1
2458 "Armed and Dangerous" 1986 "Comedy|Crime" 90660 2.75 8
2457 "Running Scared" 1986 "Action|Comedy" 91875 3.5625 8
47446 "Moustache, La" 2005 "Drama|Mystery|Thriller" 428856 3.5 1
2456 "Fly II, The" 1989 "Horror|Sci-Fi" 97368 2.27778 9
2455 "Fly, The" 1986 "Drama|Horror|Sci-Fi|Thriller" 91064 3.38372 43
2454 "Fly, The" 1958 "Horror|Mystery|Sci-Fi" 51622 3.38462 13
2453 "Boy Who Could Fly, The" 1986 "Drama|Fantasy" 90768 2.16667 3
8880 "Mask" 1985 "Drama" 89560 3.42857 7
2451 "Gate, The" 1987 "Horror" 93075 3 1
2450 "Howard the Duck" 1986 "Adventure|Comedy|Sci-Fi" 91225 2.15625 16
2448 "Virus" 1999 "Horror|Sci-Fi" 120458 2.66667 3
8875 "Come Back, Little Sheba" 1952 "Drama" 44509 4 1
2447 "Varsity Blues" 1999 "Comedy|Drama" 139699 3.26667 15
151687 "Risen" 2016 "Children|Drama" 3231054 0.5 1
8874 "Shaun of the Dead" 2004 "Comedy|Horror" 365748 4.00649 77
67361 "Echelon Conspiracy" 2009 "Action|Mystery|Thriller" 1124039 2 1
2446 "In Dreams" 1999 "Horror|Thriller" 120710 2 2
8873 "Motorcycle Diaries, The (Diarios de motocicleta)" 2004 "Adventure|Drama" 318462 3.7963 27
93326 "This Means War" 2012 "Action|Comedy|Romance" 1596350 2.63636 11
2445 "At First Sight" 1999 "Drama" 132512 2.6875 8
2443 "Playing by Heart" 1998 "Drama|Romance" 145734 3.375 8
8870 "Forgotten, The" 2004 "Drama|Mystery|Sci-Fi|Thriller" 356618 2.5 5
158238 "The Nice Guys" 2016 "Crime|Mystery|Thriller" 3799694 3.83333 15
2442 "Hilary and Jackie" 1998 "Drama" 150915 3.83333 3
99750 "Iceman, The" 2012 "Crime|Drama|Thriller" 1491044 3.5 1
8869 "First Daughter" 2004 "Comedy|Romance" 361620 3.33333 6
93320 "Trailer Park Boys" 1999 "Comedy|Crime" 383678 5 1
2439 "Affliction" 1997 "Drama" 118564 3.16667 3
8866 "Wimbledon" 2004 "Comedy|Romance" 360201 3.11111 9
2436 "Tea with Mussolini" 1999 "Comedy|Drama|War" 120857 4.25 6
2435 "Hurlyburly" 1998 "Drama" 119336 4 1
2433 "Civil Action, A" 1998 "Drama" 120633 3.04545 11
8860 "Cellular" 2004 "Action|Crime|Drama|Mystery|Thriller" 337921 2.85714 7
2432 "Stepmom" 1998 "Drama" 120686 3.08333 6
2431 "Patch Adams" 1998 "Comedy|Drama" 129290 3.37037 27
2430 "Mighty Joe Young" 1949 "Adventure|Children|Drama" 41650 2.83333 6
2429 "Mighty Joe Young" 1998 "Action|Adventure|Drama|Fantasy|Thriller" 120751 2.8 5
2428 "Faculty, The" 1998 "Horror|Sci-Fi" 133751 2.47826 23
2427 "Thin Red Line, The" 1998 "Action|Drama|War" 120863 3.3 35
2425 "General, The" 1998 "Crime" 120706 4 2
2424 "You've Got Mail" 1998 "Comedy|Romance" 128853 3.12 50
2423 "Christmas Vacation (National Lampoon's Christmas Vacation)" 1989 "Comedy" 97958 3.56667 30
54354 "China Blue" 2005 "Documentary" 478116 4 1
2422 "Karate Kid, Part III, The" 1989 "Action|Adventure|Children|Drama" 97647 1.75 14
2421 "Karate Kid, Part II, The" 1986 "Action|Adventure|Drama" 91326 2.77586 29
8848 "Vitelloni, I (a.k.a. The Young and the Passionate)" 1953 "Drama" 46521 3.5 2
2420 "Karate Kid, The" 1984 "Drama" 87538 3.56579 38
2419 "Extremities" 1986 "Drama|Thriller" 91024 3.75 2
2418 "Nothing in Common" 1986 "Comedy" 91653 2.75 6
2417 "Heartburn" 1986 "Comedy|Drama" 91188 1 1
47793 "Puffy Chair, The" 2006 "Drama|Romance" 436689 2.5 1
8844 "Camera Buff (Amator)" 1979 "Drama" 78763 3 1
93297 "Act of Valor" 2012 "Action|Thriller|War" 1591479 3.75 2
2416 "Back to School" 1986 "Comedy" 90685 2.90625 16
2415 "Violets Are Blue..." 1986 "Drama|Romance" 92173 3 1
47404 "Mind Game" 2004 "Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi" 452039 4.25 2
2414 "Young Sherlock Holmes" 1985 "Action|Adventure|Children|Fantasy|Mystery|Thriller" 90357 3.36364 11
2413 "Clue" 1985 "Comedy|Crime|Mystery|Thriller" 88930 3.38889 18
151653 "Welcome to Happiness" 2015 "Comedy|Drama|Fantasy" 3564794 1.5 1
99721 "Texas Chainsaw 3D" 2013 "Horror|Mystery|Thriller" 1572315 1.5 1
8840 "Who's That Knocking at My Door?" 1967 "Drama" 63803 1 1
2412 "Rocky V" 1990 "Action|Drama" 100507 1.94118 17
2411 "Rocky IV" 1985 "Action|Drama" 89927 2.7069 29
8838 "Alice Doesn't Live Here Anymore" 1974 "Drama|Romance" 71115 4.16667 3
2410 "Rocky III" 1982 "Action|Drama" 84602 2.72917 24
2409 "Rocky II" 1979 "Action|Drama" 79817 3.19231 26
177615 "Lady Bird" 2017 "Comedy" 4925292 3.33333 3
8836 "Wicker Park" 2004 "Drama|Romance|Thriller" 324554 3.33333 3
2408 "Cocoon: The Return" 1988 "Comedy|Sci-Fi" 94890 2.33333 9
8835 "Paparazzi" 2004 "Drama|Thriller" 338325 2.33333 3
2407 "Cocoon" 1985 "Comedy|Sci-Fi" 88933 3.26744 43
34542 "Grizzly Man" 2005 "Documentary" 427312 3.7 5
93287 "Big Year, The" 2011 "Comedy" 1053810 3.75 4
2406 "Romancing the Stone" 1984 "Action|Adventure|Comedy|Romance" 88011 3.4537 54
8833 "Vanity Fair" 2004 "Drama|Romance" 241025 3.5 3
2405 "Jewel of the Nile, The" 1985 "Action|Adventure|Comedy|Romance" 89370 2.80952 21
8832 "Warriors of Heaven and Earth (Tian di ying xiong)" 2003 "Action|Adventure|Drama" 374330 3.25 2
2404 "Rambo III" 1988 "Action|Adventure|Thriller|War" 95956 1.91667 12
8831 "Suspect Zero" 2004 "Crime|Thriller" 324127 3.5 1
2403 "First Blood (Rambo: First Blood)" 1982 "Action|Adventure|Drama|Thriller" 83944 3.55 30
8830 "Anacondas: The Hunt for the Blood Orchid" 2004 "Adventure|Drama|Horror|Sci-Fi|Thriller" 366174 1.75 2
2402 "Rambo: First Blood Part II" 1985 "Action|Adventure|Thriller" 89880 2.65789 19
2401 "Pale Rider" 1985 "Western" 89767 3.8125 8
34536 "The Great Raid" 2005 "Action|Drama|War" 326905 3.16667 3
2400 "Prancer" 1989 "Children|Drama|Fantasy" 98115 3 2
8827 "Bill Cosby, Himself" 1983 "Comedy|Documentary" 83652 4 5
2399 "Santa Claus: The Movie" 1985 "Adventure|Children|Fantasy" 89961 2.25 4
34534 "Four Brothers" 2005 "Action|Crime|Drama" 430105 3.57143 7
2398 "Miracle on 34th Street" 1947 "Comedy|Drama" 39628 4.05882 17
2396 "Shakespeare in Love" 1998 "Comedy|Drama|Romance" 138097 3.77717 92
2395 "Rushmore" 1998 "Comedy|Drama" 128445 3.54464 56
34530 "Deuce Bigalow: European Gigolo" 2005 "Comedy" 367652 2.83333 3
47384 "Zoom" 2006 "Adventure|Comedy|Drama|Fantasy" 383060 2.5 1
2394 "Prince of Egypt, The" 1998 "Animation|Musical" 120794 3.5 25
2393 "Star Trek: Insurrection" 1998 "Action|Drama|Romance|Sci-Fi" 120844 3.15152 33
34528 "Junebug" 2005 "Comedy|Drama" 418773 3.66667 3
60365 "Frosty the Snowman" 1969 "Animation|Children|Comedy|Fantasy|Musical" 64349 1.5 1
47382 "Step Up" 2006 "Drama|Romance" 462590 3.5 4
2392 "Jack Frost" 1998 "Children|Comedy|Drama" 141109 1.9375 8
93272 "Dr. Seuss' The Lorax" 2012 "Animation|Fantasy|Musical|IMAX" 1482459 3.1 5
2391 "Simple Plan, A" 1998 "Crime|Drama|Thriller" 120324 3.79545 22
2390 "Little Voice" 1998 "Comedy" 147004 3.92857 7
93270 "Project X" 2012 "Comedy" 1636826 2.0625 8
2389 "Psycho" 1998 "Crime|Horror|Thriller" 155975 1.88889 9
2388 "Steam: The Turkish Bath (Hamam)" 1997 "Drama|Romance" 119248 4 1
8815 "Exorcist: The Beginning" 2004 "Horror|Thriller" 204313 2.5 3
112421 "Frank" 2014 "Comedy|Drama|Mystery" 1605717 4.33333 3
34523 "The Chumscrubber" 2005 "Comedy|Drama" 406650 2 3
2387 "Very Bad Things" 1998 "Comedy|Crime" 124198 3.4375 16
177593 "Three Billboards Outside Ebbing, Missouri" 2017 "Crime|Drama" 5027774 4.75 8
8814 "Without a Paddle" 2004 "Comedy" 364751 2 7
2385 "Home Fries" 1998 "Comedy|Romance" 119304 2.33333 3
34520 "Dukes of Hazzard, The" 2005 "Action|Adventure|Comedy" 377818 2.08333 12
2384 "Babe: Pig in the City" 1998 "Adventure|Children|Drama" 120595 2.77586 29
2383 "Police Academy 6: City Under Siege" 1989 "Comedy|Crime" 98105 1.5 4
8810 "AVP: Alien vs. Predator" 2004 "Action|Horror|Sci-Fi|Thriller" 370263 2.82353 17
2382 "Police Academy 5: Assignment: Miami Beach" 1988 "Comedy|Crime" 95882 2.5 5
8809 "Danny Deckchair" 2003 "Comedy|Romance" 337960 3.25 2
2381 "Police Academy 4: Citizens on Patrol" 1987 "Comedy|Crime" 93756 2.14286 7
8808 "Princess Diaries 2: Royal Engagement, The" 2004 "Comedy|Romance" 368933 2.5 7
67295 "Kung Fu Panda: Secrets of the Furious Five" 2008 "Action|Animation|Children|Comedy" 1287845 2.875 4
2380 "Police Academy 3: Back in Training" 1986 "Comedy|Crime" 91777 2.3 10
8807 "Harold and Kumar Go to White Castle" 2004 "Adventure|Comedy" 366551 3.45588 34
2379 "Police Academy 2: Their First Assignment" 1985 "Comedy|Crime" 89822 2.45833 12
2378 "Police Academy" 1984 "Comedy|Crime" 87928 3.02273 22
2377 "Lifeforce" 1985 "Horror|Sci-Fi" 89489 2.5 5
8804 "Story of Women (Affaire de femmes, Une)" 1988 "Drama" 96336 5 1
2376 "View to a Kill, A" 1985 "Action|Adventure|Thriller" 90264 3.21429 21
2375 "Money Pit, The" 1986 "Comedy" 91541 2.92857 21
2374 "Gung Ho" 1986 "Comedy|Drama" 91159 3.16667 9
2373 "Red Sonja" 1985 "Action|Adventure|Fantasy" 89893 2.27778 9
8800 "Code 46" 2003 "Romance|Sci-Fi" 345061 4.5 1
2372 "Fletch Lives" 1989 "Comedy" 97366 2.22222 9
8799 "Little Black Book" 2004 "Comedy|Romance" 361841 2.16667 3
119218 "The Punisher: Dirty Laundry" 2012 "Action|Crime|Drama" 2280378 2.5 1
2371 "Fletch" 1985 "Comedy|Crime|Mystery" 89155 3.08333 24
8798 "Collateral" 2004 "Action|Crime|Drama|Thriller" 369339 3.76136 44
2370 "Emerald Forest, The" 1985 "Action|Adventure|Drama" 89087 3 1
2369 "Desperately Seeking Susan" 1985 "Comedy|Drama|Romance" 89017 2.66667 24
8796 "Funny Thing Happened on the Way to the Forum, A" 1966 "Comedy|Musical" 60438 3.1 5
2368 "King Kong Lives" 1986 "Adventure|Sci-Fi" 91344 2 1
8795 "Musa the Warrior (Musa)" 2001 "Action|Adventure|Drama|War" 275083 4.5 1
2367 "King Kong" 1976 "Adventure|Fantasy|Romance|Sci-Fi|Thriller" 74751 2.71429 14
2366 "King Kong" 1933 "Action|Adventure|Fantasy|Horror" 24216 3.64 25
2365 "King Kong vs. Godzilla (Kingukongu tai Gojira)" 1962 "Action|Sci-Fi" 56142 2.5 2
2364 "Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)" 1984 "Action|Horror|Sci-Fi|Thriller" 87344 1.5 2
2363 "Godzilla (Gojira)" 1954 "Drama|Horror|Sci-Fi" 47034 2.16667 3
2362 "Glen or Glenda" 1953 "Drama" 45826 4 1
93242 "Gone" 2012 "Drama|Thriller" 1838544 1.5 1
2361 "Pink Flamingos" 1972 "Comedy" 69089 2.75 10
2360 "Celebration, The (Festen)" 1998 "Drama" 154420 4.45833 12
2359 "Waking Ned Devine (a.k.a. Waking Ned)" 1998 "Comedy" 166396 3.67308 26
2358 "Savior" 1998 "Drama|War" 120070 4 1
2357 "Central Station (Central do Brasil)" 1998 "Drama" 140888 4.41667 6
8784 "Garden State" 2004 "Comedy|Drama|Romance" 333766 3.70833 48
2356 "Celebrity" 1998 "Comedy" 120533 2.6 5
8783 "Village, The" 2004 "Drama|Mystery|Thriller" 368447 3.19231 26
2355 "Bug's Life, A" 1998 "Adventure|Animation|Children|Comedy" 120623 3.5163 92
8782 "Thunderbirds" 2004 "Action|Adventure|Fantasy|Sci-Fi" 167456 2.75 2
54286 "Bourne Ultimatum, The" 2007 "Action|Crime|Thriller" 440963 3.69753 81
2354 "Rugrats Movie, The" 1998 "Animation|Children|Comedy" 134067 2.5 7
8781 "Manchurian Candidate, The" 2004 "Thriller" 368008 3.04167 12
2353 "Enemy of the State" 1998 "Action|Thriller" 120660 3.49254 67
67267 "Sunshine Cleaning" 2008 "Comedy|Drama" 862846 3.375 4
2352 "Big Chill, The" 1983 "Comedy|Drama" 85244 3.84 25
2351 "Nights of Cabiria (Notti di Cabiria, Le)" 1957 "Drama" 50783 4.28571 7
8778 "Sherlock Holmes: Dressed to Kill" 1946 "Crime|Mystery" 38494 3.75 2
2350 "Heart Condition" 1990 "Comedy" 99750 3.5 2
54281 "Charlie Bartlett" 2007 "Comedy|Drama" 423977 3.5 5
2349 "Mona Lisa" 1986 "Comedy|Thriller" 91538 3.5 7
2348 "Sid and Nancy" 1986 "Drama" 91954 3.4375 8
2347 "Pope of Greenwich Village, The" 1984 "Drama" 87932 2.33333 3
8774 "Sherlock Holmes: The Woman in Green" 1945 "Mystery" 38259 3.5 1
73431 "Maiden Heist, The" 2009 "Comedy|Crime" 1107860 2.5 1
47465 "Tideland" 2005 "Drama|Fantasy|Thriller" 410764 3 3
34482 "Browning Version, The" 1951 "Drama" 43362 -1 0
2346 "Stepford Wives, The" 1975 "Mystery|Sci-Fi|Thriller" 73747 3.18182 11
8773 "Sherlock Holmes and the Secret Weapon" 1942 "Crime|Mystery|Thriller" 35317 3 1
54276 "No Reservations" 2007 "Comedy|Drama|Romance" 481141 3.25 2
2344 "Runaway Train" 1985 "Action|Adventure|Drama|Thriller" 89941 3.25 8
8771 "Sherlock Holmes: Terror by Night" 1946 "Crime|Mystery|Thriller" 39017 3 1
54274 "I Know Who Killed Me" 2007 "Crime|Drama|Thriller" 897361 0.5 1
2342 "Hard Core Logo" 1996 "Comedy|Drama" 116488 4 2
67255 "Girl with the Dragon Tattoo, The (Män som hatar kvinnor)" 2009 "Crime|Drama|Mystery|Thriller" 1132620 3.94 25
54272 "Simpsons Movie, The" 2007 "Animation|Comedy" 462538 3.61957 46
2340 "Meet Joe Black" 1998 "Romance" 119643 3.05 20
2339 "I'll Be Home For Christmas" 1998 "Comedy|Romance" 155753 1.5 1
2338 "I Still Know What You Did Last Summer" 1998 "Horror|Mystery|Thriller" 130018 2.05556 18
8765 "This Gun for Hire" 1942 "Crime|Film-Noir|Thriller" 35432 -1 0
145150 "The Dressmaker" 2015 "Comedy|Drama|Thriller" 2910904 3 1
2337 "Velvet Goldmine" 1998 "Drama" 120879 3.375 4
41285 "Match Point" 2005 "Crime|Drama|Romance" 416320 3.44118 17
2336 "Elizabeth" 1998 "Drama" 127536 3.67391 23
2335 "Waterboy, The" 1998 "Comedy" 120484 3.17857 28
2334 "Siege, The" 1998 "Action|Thriller" 133952 2.80769 13
2333 "Gods and Monsters" 1998 "Drama" 120684 4.125 4
2332 "Belly" 1998 "Crime|Drama" 158493 1.25 2
2331 "Living Out Loud" 1998 "Comedy|Drama|Romance" 120722 3 3
2330 "Hands on a Hard Body" 1996 "Comedy|Documentary" 116481 4.5 2
2329 "American History X" 1998 "Crime|Drama" 120586 4.21705 129
2328 "Vampires" 1998 "Horror|Western" 120877 2.42857 7
99636 "English Vinglish" 2012 "Comedy|Drama" 2181931 5 1
8755 "My Voyage to Italy (Il mio viaggio in Italia)" 1999 "Documentary" 173772 3 1
132157 "Paul Blart: Mall Cop 2" 2015 "Action|Comedy|Crime" 3450650 2.75 4
93208 "Mickey's The Prince and the Pauper" 1990 "Animation|Children" 100409 2 1
54259 "Stardust" 2007 "Adventure|Comedy|Fantasy|Romance" 486655 3.60294 34
2327 "Tales from the Darkside: The Movie" 1990 "Fantasy|Horror|Thriller" 100740 3.66667 3
8754 "Prime of Miss Jean Brodie, The" 1969 "Drama" 64840 4 1
2325 "Orgazmo" 1997 "Comedy" 124819 3.11538 13
54256 "Hot Rod" 2007 "Comedy" 787475 3.14286 7
2324 "Life Is Beautiful (La Vita è bella)" 1997 "Comedy|Drama|Romance|War" 118799 4.14773 88
132153 "Buzzard" 2015 "Comedy|Drama|Horror" 2656588 5 1
2323 "Cruise, The" 1998 "Documentary" 150230 4.25 2
2322 "Soldier" 1998 "Action|Sci-Fi|War" 120157 3.0625 8
80219 "Machete" 2010 "Action|Adventure|Comedy|Crime|Thriller" 985694 3.25 12
2321 "Pleasantville" 1998 "Comedy|Drama|Fantasy" 120789 3.48361 61
8748 "Yesterday, Today and Tomorrow (Ieri, oggi, domani)" 1963 "Comedy" 57171 4 2
119167 "Paradox" 2010 "Sci-Fi|Thriller" 1343740 3.5 1
2320 "Apt Pupil" 1998 "Drama|Thriller" 118636 3 9
2318 "Happiness" 1998 "Comedy|Drama" 147612 4.125 16
2316 "Practical Magic" 1998 "Drama|Fantasy|Mystery|Romance" 120791 3.21429 7
8743 "Biggles" 1986 "Adventure|Fantasy|Sci-Fi" 90729 3 2
2315 "Bride of Chucky (Child's Play 4)" 1998 "Comedy|Horror|Thriller" 144120 2.16667 6
2314 "Beloved" 1998 "Drama" 120603 4.5 2
2313 "Elephant Man, The" 1980 "Drama" 80678 4.02941 17
93193 "Red Hill" 2010 "Crime|Thriller|Western" 1530983 3 1
2312 "Children of a Lesser God" 1986 "Drama" 90830 3.83333 12
2311 "2010: The Year We Make Contact" 1984 "Sci-Fi" 86837 3.58824 17
8738 "Woman Is a Woman, A (femme est une femme, Une)" 1961 "Comedy|Drama|Musical|Romance" 55572 5 1
2310 "Mighty, The" 1998 "Drama" 119670 3.66667 3
2307 "One Tough Cop" 1998 "Action|Crime" 122642 3 1
119153 "Bill Burr: You People Are All the Same" 2012 "Comedy" 2290153 4.5 1
2306 "Holy Man" 1998 "Comedy" 120701 2.58333 6
2304 "Love Is the Devil" 1998 "Drama" 119577 4 1
2303 "Nashville" 1975 "Drama|Musical" 73440 3.6 5
86628 "Kill the Irishman" 2011 "Action|Crime" 1416801 4 2
8730 "To End All Wars" 2001 "Action|Drama|War" 243609 4 2
2302 "My Cousin Vinny" 1992 "Comedy" 104952 3.26271 59
73386 "Staten Island" 2009 "Crime|Drama" 976246 1.5 1
34437 "Broken Flowers" 2005 "Comedy|Drama" 412019 3.47619 21
2301 "History of the World: Part I" 1981 "Comedy|Musical" 82517 3.625 16
2300 "Producers, The" 1968 "Comedy" 63462 3.9697 33
8727 "Day of the Locust, The" 1975 "Drama" 72848 2 1
